Netlist

Exported from 001000-003.sch at 6/10/2019 1:29 PM

EAGLE Version 9.4.0 Copyright (c) 1988-2019 Autodesk, Inc.

Net             Part     Pad      Pin        Sheet

+1V8            C44      1        1          1
UB_GPS_TX       FB3      1        1          5
                U$1      2_TXD    2_TXD      5

UNLOCK_OUT      J4       14       14         6
                R21      2        2          3

UNLOCK_PIN      Q6       1        IN         3

VIN             C11      2        2          2
                C35      1        1          4
                C6       2        2          2
                IC9      3        VCC        4
                L1       2        2          2
                R1       2        2          2

